product_type,image_count,accuracy,precision,recall,f1_score
apple,7731,0.7662656836114344,0.7547717842323651,0.8533896317147549,0.8010569195199824
banana,7118,0.6205394773812869,0.5772121626238469,0.9373092926490985,0.7144518448038905
tomato,4409,0.5838058516670447,0.5913684785577711,0.8646166134185304,0.7023519870235199
