protocol,loss,accuracy,precision,recall,f1_score
standard_split,0.25391843914985657,0.8968764568764569,0.9202608878602988,0.8574789257008429,0.8877613152019485
unseen_category_split,0.7924504280090332,0.670630387371482,0.6405301709103592,0.88526802930968,0.7432711377342454
