epoch,freshness_accuracy,freshness_loss,freshness_precision,freshness_recall,loss,product_type_accuracy,product_type_loss,val_freshness_accuracy,val_freshness_loss,val_freshness_precision,val_freshness_recall,val_loss,val_product_type_accuracy,val_product_type_loss
1,0.7461252808570862,0.5375526547431946,0.7250307202339172,0.6823889017105103,3.093899726867676,0.2527104616165161,2.5561747550964355,0.7396681904792786,0.5299179553985596,0.745634913444519,0.6207466125488281,2.9658701419830322,0.22482538223266602,2.4383604526519775
2,0.8036091327667236,0.45938295125961304,0.7798731923103333,0.7720139026641846,2.818908929824829,0.27308449149131775,2.3595943450927734,0.7865250110626221,0.4636523723602295,0.8201970458030701,0.6600594520568848,2.8864288330078125,0.2636786997318268,2.4272115230560303
3,0.816997766494751,0.4373583495616913,0.7981125712394714,0.7824219465255737,2.7763423919677734,0.28367167711257935,2.3384838104248047,0.840512216091156,0.4047045111656189,0.8107499480247498,0.8321771025657654,2.7344565391540527,0.27648428082466125,2.3330812454223633
4,0.8311867713928223,0.4043770134449005,0.8182981014251709,0.7927473783493042,2.736353635787964,0.27872371673583984,2.332564115524292,0.860011637210846,0.35569795966148376,0.8739587068557739,0.7971588969230652,2.7246360778808594,0.21725843846797943,2.3715789318084717
5,0.852470338344574,0.36523738503456116,0.8484979867935181,0.8095985651016235,2.682159185409546,0.2785781919956207,2.316675901412964,0.8768917322158813,0.3075583875179291,0.9022501111030579,0.8080607652664185,2.606299877166748,0.2553841769695282,2.301666498184204
6,0.8735356330871582,0.32774853706359863,0.8691820502281189,0.8391706347465515,2.6322219371795654,0.2760314345359802,2.3042654991149902,0.8710710406303406,0.31327635049819946,0.8206049799919128,0.905186653137207,2.6357245445251465,0.30093130469322205,2.325845718383789
7,0.87324458360672,0.3260464072227478,0.8727948665618896,0.8337188363075256,2.6241421699523926,0.28141599893569946,2.298309326171875,0.9014843106269836,0.27795130014419556,0.9178520441055298,0.8526594042778015,2.6061458587646484,0.25334692001342773,2.331650972366333
8,0.8863785266876221,0.29510724544525146,0.8879675269126892,0.849165678024292,2.618070602416992,0.27381211519241333,2.3229386806488037,0.884749710559845,0.2951495349407196,0.8889662623405457,0.8437396883964539,2.589484214782715,0.31490105390548706,2.2972614765167236
