product_type,image_count,accuracy,precision,recall,f1_score
apple,7731,0.7988617255206312,0.8236137667304015,0.8083509265775276,0.815910974310406
banana,7118,0.6798257937622928,0.6193734245588765,0.9542302357836339,0.7511737089201878
tomato,4409,0.7146745293717396,0.7460505529225908,0.7543929712460063,0.750198570293884
