product_type,image_count,accuracy,precision,recall,f1_score
apple,7731,0.7823050058207218,0.7965517241379311,0.812807881773399,0.8045977011494253
banana,7118,0.6376791233492554,0.5899684321290776,0.9331484049930652,0.7228967443859461
tomato,4409,0.7053753685643003,0.7595863851788023,0.704073482428115,0.7307772020725388
