protocol,image_count,threshold,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1_score,accepted_image_count,uncertain_image_count,coverage,uncertain_rate,mean_distance,median_distance,accepted_accuracy,accepted_precision,accepted_recall,accepted_f1_score,uncertain_error_rate
standard,10725,6.728343,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,8365,2360,0.77995337995338,0.22004662004662004,5.500676155090332,4.927595138549805,0.8877465630603706,0.910061832490163,0.8395125745397978,0.8733648010788941,0.0826271186440678
standard,10725,6.838212,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,8472,2253,0.78993006993007,0.21006993006993008,5.500676155090332,4.927595138549805,0.8883380547686497,0.9108527131782945,0.8405723045477772,0.8743024182832846,0.08344429649356414
standard,10725,6.928348,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,8580,2145,0.8,0.2,5.500676155090332,4.927595138549805,0.889044289044289,0.9116684841875682,0.8418932527693856,0.875392670157068,0.08484848484848485
standard,10725,7.02497,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,8687,2038,0.8099766899766899,0.19002331002331002,5.500676155090332,4.927595138549805,0.890180729826177,0.9129967776584318,0.8436724565756824,0.8769667268506577,0.08832188420019627
standard,10725,7.121525,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,8794,1931,0.8199533799533799,0.18004662004662006,5.500676155090332,4.927595138549805,0.8899249488287468,0.9127906976744186,0.8440860215053764,0.8770949720670391,0.0859658208182289
standard,10725,7.233268,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,8901,1824,0.8299300699300699,0.17006993006993007,5.500676155090332,4.927595138549805,0.8902370520166274,0.9137122002085506,0.8443748494338713,0.8776762238637786,0.08607456140350878
standard,10725,7.36442,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9009,1716,0.84,0.16,5.500676155090332,4.927595138549805,0.8902208902208902,0.9143589743589744,0.8448235015399195,0.878216968353651,0.0844988344988345
standard,10725,7.518779,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9116,1609,0.84997668997669,0.15002331002331,5.500676155090332,4.927595138549805,0.8898639754278193,0.9143506821627084,0.8447712418300654,0.8781849065760737,0.08079552517091361
standard,10725,7.660285,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9223,1502,0.85995337995338,0.14004662004662005,5.500676155090332,4.927595138549805,0.8902743142144638,0.915068493150685,0.8455696202531645,0.8789473684210526,0.08122503328894808
standard,10725,7.796065,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9330,1395,0.8699300699300699,0.13006993006993006,5.500676155090332,4.927595138549805,0.8912111468381565,0.9161337924249877,0.8467833598545124,0.8800945067926758,0.08530465949820788
standard,10725,7.95074,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9438,1287,0.88,0.12,5.500676155090332,4.927595138549805,0.8917143462598008,0.9165457184325109,0.848410210479176,0.8811627906976744,0.08702408702408702
standard,10725,8.175203,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9545,1180,0.88997668997669,0.11002331002331002,5.500676155090332,4.927595138549805,0.8921948664222106,0.9174246050741982,0.8485720611025016,0.8816561242093157,0.08898305084745763
standard,10725,8.338002,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,9652,1073,0.89995337995338,0.10004662004662004,5.500676155090332,4.927595138549805,0.8929755491089929,0.9179086822805772,0.8497590889180903,0.8825201865119982,0.09412861136999068
