protocol,feature_layer_index,threshold,target_accuracy,minimum_coverage,validation_accepted_accuracy,validation_coverage,selection_reason,image_count,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1_score,accepted_image_count,uncertain_image_count,coverage,uncertain_rate,mean_distance,median_distance,accepted_accuracy,accepted_precision,accepted_recall,accepted_f1_score,uncertain_error_rate
standard,-3,4.975274,0.95,0.5,0.9089579524680073,0.51002331002331,best_available_accuracy,10725,0.8968764568764569,0.9202608878602988,0.8574789257008429,0.8877613152019485,5372,5353,0.5008857808857808,0.4991142191142191,5.54428243637085,4.968179225921631,0.9151154132539091,0.9240986717267552,0.8680926916221033,0.8952205882352942,0.12142723706332897
unseen,-3,4.799697,0.95,0.5,0.926389292988071,0.5,best_available_accuracy,19258,0.670630387371482,0.6405301709103592,0.88526802930968,0.7432711377342454,8717,10541,0.4526430574306782,0.5473569425693219,5.443472385406494,5.01433801651001,0.6992084432717678,0.6370302474793768,0.9442934782608695,0.7608100711548987,0.3530025614268096
