protocol,image_count,confidence_threshold,distance_threshold,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1_score,accepted_image_count,uncertain_image_count,coverage,uncertain_rate,mean_confidence,mean_distance,accepted_accuracy,accepted_precision,accepted_recall,accepted_f1_score,uncertain_error_rate
standard,10725,0.51,3.679165,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,2360,8365,0.22004662004662004,0.77995337995338,0.8692758679389954,5.500675201416016,0.9461864406779661,0.9328743545611016,0.8603174603174604,0.8951279933938894,0.12038254632396891
standard,10725,0.51,3.789399,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,2574,8151,0.24,0.76,0.8692758679389954,5.500675201416016,0.9436674436674437,0.9312406576980568,0.8628808864265928,0.8957584471603163,0.12133480554533187
standard,10725,0.51,3.90361,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,2789,7936,0.26004662004662005,0.73995337995338,0.8692758679389954,5.500675201416016,0.9411975618501255,0.9303225806451613,0.8676293622141997,0.8978829389788294,0.12222782258064516
standard,10725,0.51,3.98655,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3003,7722,0.28,0.72,0.8692758679389954,5.500675201416016,0.9373959373959374,0.9292929292929293,0.8688352570828961,0.8980477223427332,0.1225071225071225
standard,10725,0.51,4.069266,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3216,7509,0.2998601398601399,0.7001398601398602,0.8692758679389954,5.500675201416016,0.9378109452736318,0.9311701081612586,0.8792943361188487,0.9044890162368673,0.12438407244639765
standard,10725,0.51,4.150543,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3429,7296,0.3197202797202797,0.6802797202797203,0.8692758679389954,5.500675201416016,0.9352580927384077,0.9316987740805605,0.8807947019867549,0.9055319148936171,0.125
standard,10725,0.51,4.255488,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3643,7082,0.3396736596736597,0.6603263403263403,0.8692758679389954,5.500675201416016,0.9338457315399397,0.9301765650080257,0.8827113480578828,0.9058225869480265,0.12609432363739057
standard,10725,0.51,4.336036,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,3857,6868,0.3596270396270396,0.6403729603729603,0.8692758679389954,5.500675201416016,0.9323308270676691,0.932241250930752,0.8804500703234881,0.9056057866184448,0.1271112405358183
standard,10725,0.51,4.427882,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,4072,6653,0.3796736596736597,0.6203263403263404,0.8692758679389954,5.500675201416016,0.9302554027504911,0.9339752407152683,0.8783958602846055,0.9053333333333333,0.12776191191943484
standard,10725,0.51,4.511322,0.8942657342657343,0.9221110874654181,0.8494412860223486,0.8842857142857142,4286,6439,0.3996270396270396,0.6003729603729604,0.8692758679389954,5.500675201416016,0.9262715818945404,0.9320076972418216,0.8737221888153939,0.9019242706393544,0.12703835999378785
