product_type,image_count,accuracy,precision,recall,f1_score
apple,7731,0.7947225455956538,0.8017591339648173,0.8339197748064743,0.8175232838909969
banana,7118,0.6265805001404889,0.5806781393763844,0.9453536754507629,0.7194426852438252
tomato,4409,0.7090043093672035,0.7311624384702764,0.7711661341853036,0.7506316812439261
