adversarial_weight,protocol,loss,accuracy,precision,recall,f1_score,probe_accuracy,probe_balanced_accuracy,probe_macro_f1_score,probe_weighted_f1_score
0.05,standard,0.2745465636253357,0.8839985080193957,0.9530185576697204,0.7953342481866301,0.8670656123103228,0.6176799701603879,0.7407532409062617,0.6162525318747197,0.6316352271835585
0.05,unseen,0.6651949286460876,0.7129504621456019,0.6871137206427689,0.8575009641342075,0.7629095899811288,0.6176799701603879,0.7407532409062617,0.6162525318747197,0.6316352271835585
0.1,standard,0.2564066648483276,0.895095113763521,0.9104046242774566,0.8645363654185454,0.8868778280542986,0.6075158522939201,0.754174840538033,0.6431158340749863,0.6126054945543152
0.1,unseen,0.6618825197219849,0.7112368885657908,0.6944152590317627,0.8283841110682607,0.7555067047702791,0.6075158522939201,0.754174840538033,0.6431158340749863,0.6126054945543152
0.2,standard,0.2853682935237884,0.8796158149944051,0.9292474087426768,0.8084689276612429,0.8646608659188594,0.5883998508019396,0.7209889148887826,0.6167046948221068,0.6023212307280982
0.2,unseen,0.5814976096153259,0.7355904039879531,0.715158924205379,0.8460277670651755,0.7751082059888702,0.5883998508019396,0.7209889148887826,0.6167046948221068,0.6023212307280982
